점검시행일자,점검종료일자,점검진단결과등급,점검진단결과내용,손상요약내용,조치요약내용,긴급보수도,붕괴유발부재여부,시설물명,안전성평가등급,,
2004-06-07,2004-06-07,C,"슬래브일부백태,접속부노면균열",,,C,N,연풍과선교,A,,
2004-06-14,2004-06-14,B,,,,A,N,쌍학1교,,,
2004-11-04,2004-11-04,B,,,,A,N,숙곡교,,,
2003-03-17,2003-03-17,A,양호,교대 날개벽(a2우측) 일부유실,,C,N,봉암교,A,,
2005-06-03,2005-06-03,C,교면포장 불량,,,C,N,문형교,A,,
2005-06-09,2005-06-09,A,양호,,,A,N,덕성육교,A,,
2005-06-10,2005-06-10,A,양호,,,A,N,두원육교,A,,
2004-10-04,2004-10-04,A,양호,,,C,N,마정1교,A,,
2004-06-21,2004-06-21,A,양호,,,C,N,군량교,A,,
2004-06-21,2004-06-21,A,양호,,,C,N,백연교,A,,
2004-11-02,2004-11-02,A,양호,,,A,N,숙성라멘교,,,
2004-11-05,2004-11-05,A,"A1,2 접속부 횡균열(주의관찰)",,,B,N,죽산육교,,,
2004-11-01,2004-11-01,A,양호,,,A,N,두원육교,,,
2004-11-03,2004-11-03,B,,,,A,N,발안교,,,
2004-11-08,2004-11-08,B,,,,C,N,송문1교,,,
2004-11-08,2004-11-08,B,,,,B,N,추계1교,,,
2005-07-06,2005-07-06,B,,,,C,N,부평교,A,,
2005-06-02,2005-06-02,B,양호,,,B,N,화산교*,A,,
2005-06-10,2005-06-10,B,양호,,,B,N,구장육교,A,,
2005-06-10,2005-06-10,B,양호,,,B,N,팔탄육교,A,,
2005-06-09,2005-06-09,B,양호,,,B,N,쌍학2교,A,,
2005-05-31,2005-05-31,C,"조인트누수(후타재양호, 주의관찰)",,,C,N,송문1교,A,,
2005-06-03,2005-06-03,B,양호,,,B,N,유덕교,A,,
2004-11-09,2004-11-09,B,,,,A,N,덕평교,,,
2004-06-10,2004-06-10,B,,,,C,N,삼교교*,,,
2004-11-02,2004-11-02,B,신축이음(A1) 파손,,,B,N,진위교,,,
2004-06-10,2004-06-10,B,,,,A,N,천서교,,,
2004-11-09,2004-11-09,B,,,,A,N,천서교,,,
2005-06-24,2005-06-24,C,전반적 교량노후 (폐쇄조치),,,C,N,행주대교(폐교량),A,,
2004-06-25,2004-06-25,B,양호,,,A,N,복장교,A,,
2004-11-13,2004-11-13,B,양호,,,A,N,복장교,A,,
2004-11-13,2004-11-13,B,주의관찰,,,B,N,오목교,A,,
2004-11-13,2004-11-13,B,양호,,,A,N,도대1교,A,,
2003-04-09,2003-04-09,B,,,,A,N,도대1교,A,,
2003-11-19,2003-11-19,B,,,,A,N,도대1교,A,,
2004-06-25,2004-06-25,B,양호,,,A,N,도대1교,A,,
2003-04-09,2003-04-09,B,,,,A,N,도대리교,A,,
2005-06-13,2005-06-13,B,"A1,2 후타재 미세균열",,교면포장시행 완료,A,N,매상교,A,,
2005-06-13,2005-06-13,A,양호,,,A,N,숙성라멘교,A,,
2005-06-13,2005-06-13,A,양호,,,A,N,숙성교,A,,
2005-06-14,2005-06-14,A,양호,,신축이음(TF) 교체 완료,A,N,신궁2육교,A,,
2005-06-14,2005-06-14,A,신축이음(A1 )고무재(TF) 파손,A1 고무재(TF) 파손(L=5.4m/3개소),,C,N,평궁교,A,,
2005-06-02,2005-06-02,B,,,,B,N,풍계교,A,,
2005-06-14,2005-06-14,B,양호,,,A,N,내리고가차도,A,,
2005-06-03,2005-06-03,B,양호,,,B,N,구양교,A,,
2005-07-08,2005-07-08,B,양호,,,B,N,곤지암교,A,,
2005-06-15,2005-06-15,B,교면포장파손 및 소성변형,,교면포장시행예정,C,N,보개교,A,,
2005-06-08,2005-06-08,C,양호,,,B,N,대서육교,A,,
2005-06-09,2005-06-09,A,양호,,,C,N,오천교차1교,A,,
2005-06-13,2005-06-13,A,양호,,,C,N,유산교차교,A,,
2005-06-14,2005-06-14,A,양호,,,C,N,유산1교,A,,
2005-06-13,2005-06-13,A,양호,,,C,N,유산2교,A,,
2005-06-02,2005-06-02,A,양호,,,A,N,도라산교,A,,
2005-06-02,2005-06-02,A,양호,,,A,N,도라산소교,A,,
2005-02-18,2005-05-18,B,"상태등급 산정결과 각 경간의 환산결함도지수는 0.179∼0.264로 분포하고 있으며, 교량전체 평균은 0.206으","경강교(구)에 대한 외관조사, 내구성조사 등의 결과를 토대로 판단할 때, 교량의 안전성에 영향을 미칠만한",본 경강교(구)에 대해서는 적정한 보수 및 계획적이고 정기적인 점검과 유지관리가 수반된다면 안전성과 내,B,N,경강교(구),A,,
2005-06-07,2005-06-07,B,"A1,2 하부 적치물 제거요,난간파손",,교면방수 및 포장시행,B,N,군문교*,A,,
2005-05-18,2005-05-18,A,,,,A,N,2금남교,A,,
2005-05-11,2005-05-11,C,,,외관조사 및 주의관찰,C,N,마전교(확),A,,
2005-06-24,2005-06-24,B,양호,,,B,N,내촌육교,A,,
2005-06-24,2005-06-24,A,양호,,,A,N,내촌1교,A,,
2005-06-24,2005-06-24,A,양호,,,A,N,봉수육교,A,,
2005-06-24,2005-06-24,A,양호,,,B,N,약사교,A,,
2005-06-24,2005-06-24,C,양호,,,C,N,자등교,A,,
2001-11-19,2001-11-19,B,전반적으로양호,신축이음후타재균열발생,주의관찰,B,N,통일대교,A,,
2005-06-13,2005-06-13,C,보수요망,신축이음 패킹재 누수,보수요망,A,N,군하교,A,,
2002-03-18,2002-03-18,B,양호,,,A,N,심곡교,A,,
2003-04-19,2003-04-19,A,,,,B,N,다대육교,A,,
2003-04-19,2003-04-19,A,양호,,,A,N,삼성육교,A,,
2002-03-18,2002-03-18,B,주기적인관찰필요,"설명판 파손, 신축이음 장치누수",,B,N,연천대교,A,,
2004-06-01,2004-06-01,B,대체로 양호,교대및교각일부균열발생,,B,N,중리1교,A,,
2004-11-01,2004-11-01,B,대체로 양호,교대및교각일부균열발생,,B,N,중리1교,A,,
2004-06-01,2004-06-01,A,양호,,,A,N,주원교,A,,
2004-06-30,2004-06-30,A,양호,,,B,N,내촌육교,A,,
2004-11-13,2004-11-13,A,양호,,,B,N,내촌육교,A,,
2003-11-19,2003-11-19,A,양호,,,B,N,기장1교,A,,
2004-06-30,2004-06-30,A,양호,,,B,N,기장1교,A,,
2004-06-30,2004-06-30,A,양호,,,B,N,기장3교,A,,
2004-11-13,2004-11-13,A,양호,,,B,N,신효죽교,A,,
2001-06-14,2001-06-14,B,양호,일부 균열발생,하자보수 요청,C,N,청학터널(상),A,,
2001-12-08,2001-12-08,B,양호,양호,,C,N,청학터널(하),A,,
2004-11-13,2004-11-13,A,양호,,,B,N,삼거리교*,A,,
2000-12-05,2000-12-05,B,양호,양호,,C,N,전도치터널(상),A,,
2003-11-19,2003-11-19,B,양호,조도기준 미달,,C,N,전도치터널(상),A,,
2003-04-19,2003-04-19,A,양호,,,A,N,부평1육교,A,,
2001-05-24,2001-05-24,A,양호,양호,주의관찰,B,N,통일육교,A,,
2006-03-17,2006-03-17,B,대체로 양호,,,A,N,제요교,A,,
2006-03-17,2006-03-17,B,대체로 양호,,,B,N,대서육교,A,,
2006-03-21,2006-03-21,B,대체로 양호,,,C,N,복하IC교,A,,
2006-09-04,2006-09-04,B,A2(하) 고무재(TF100) 파손(L=1.8m),A2(하) 고무재(TF100) 파손(L=1.8m),보수공사 중,B,N,한평교,A,,
2006-09-08,2006-09-08,B,대체적으로 양호,,조치중,A,N,내리고가차도,A,,
2006-09-13,2006-09-13,B,방호벽덮게 망실(A2) 1EA,방호벽덮게 망실(A2) 1EA,"07년 보수예정, 하자보수(수지-광주)",B,N,능원교,A,,
2006-09-13,2006-09-13,A,정밀점검결과 참조,정밀점검결과 참조,하자보수(수지-광주),C,N,문형2교,A,,
2006-09-13,2006-09-13,B,교좌장치 부식,교좌장치 부식,07년 보수예정,B,N,번천2교,A,,
2000-04-18,2000-04-18,C,슬래브 하면의 전반적인 미세균열 발생  코핑부와 기둥의 시동이음부 에서는 균열이 발생,,,,N,목사동1교,A,,
2001-09-21,2001-09-21,C,,,,,N,무만육교,A,,
2002-06-03,2002-06-03,C,,,,,N,무만육교,A,,
1999-09-10,1999-09-10,C,,,,,N,미산교,A,,
2002-03-13,2002-03-13,C,,,,,N,배산교(이관),A,,
2002-07-12,2002-07-12,C,,,,,N,배산교(이관),A,,
2006-03-24,2006-03-24,B,대체로 양호하나 포장 일부 누수,,주의 관찰,C,N,양성교(상),A,,
2006-03-24,2006-03-24,A,양호,,,A,N,장서육교,A,,
2006-03-24,2006-03-24,A,양호,,,A,N,이동교(상),A,,
2006-06-13,2006-06-13,B,양호,후타재균열,0.1m/m이하이므로 주의관찰,B,N,곤지암교,A,,
2006-09-13,2006-09-13,B,대체로 양호,,,A,N,월정육교,A,,
2006-09-13,2006-09-13,B,대체로 양호,,,A,N,청미교(상),A,,
2006-09-20,2006-09-20,B,대체로 양호,,,B,N,현덕교,A,,
2006-09-20,2006-09-20,B,대체적으로 양호,,,B,N,안중고가차도,A,,
2006-09-15,2006-09-15,A,포장균열발생,포장균열발생,하자보수(이동-용인)요청,A,N,요덕교,A,,
2006-09-15,2006-09-15,A,정밀점검용역결과 참조,정밀점검용역결과 참조,하자보수(이동-용인)요청,A,N,비룡2교,A,,
2006-09-15,2006-09-15,A,포장균열발생,포장균열발생,하자보수(이동-용인)요청,A,N,덕성육교,A,,
2003-09-15,2003-09-15,C,,,,,N,백천교,A,,
2003-06-27,2003-06-27,C,,,,,N,벌교대교,A,,
2002-08-14,2002-08-14,C,,,,,N,보성교(이관),A,,
2003-02-17,2003-02-17,C,바닥판 하면의 균열 백태 등이 조사되었고 P5 상부에 설치된 신축이음은 강 핑거 조인트로서 신축이음의 시공위치가 부적합,,,,N,봉정교,A,,
1999-04-16,1999-04-16,C,,,,,N,봉정교,A,,
2000-04-19,2000-04-19,C,,,,,N,부산교,A,,
2001-10-09,2001-10-09,C,,,,,N,봉정교,A,,
2002-04-12,2002-04-12,C,,,,,N,산동육교,A,,
2001-08-10,2001-08-10,C,,,,,N,삼수교,A,,
2001-09-11,2001-09-11,C,,,,,N,산수교,A,,
2001-07-11,2001-07-11,C,,,,,N,삼신교,A,,
2000-07-21,2000-07-21,C,,,,,N,삼수교,A,,
2001-05-22,2001-05-22,C,,,,,N,서동교(확),A,,
2003-03-05,2003-03-05,C,,,,,N,서시1교(하),A,,
2001-03-15,2001-03-15,C,,,,,N,선근교(이관),A,,
2002-03-08,2002-03-08,C,,,,,N,선평교,A,,
2002-11-20,2002-11-20,C,,,,,N,섬진교,A,,
1998-06-09,1998-06-09,C,,,,,N,섬진교,A,,
2000-03-06,2000-03-06,C,,,,,N,소라육교(확),A,,
2000-07-18,2000-07-18,C,,,,,N,소라육교(확),A,,
2001-04-11,2001-04-11,C,,,,,N,소라육교(확),A,,
2000-05-23,2000-05-23,C,,,,,N,세동교,A,,
2000-08-18,2000-08-18,C,,,,,N,세동교,A,,
2002-02-05,2002-02-05,C,,,,,N,송광교,A,,
2002-03-11,2002-03-11,C,,,,,N,송광교,A,,
1999-09-14,1999-09-14,C,,,,,N,송광교,A,,
2002-04-01,2002-04-01,C,,,,,N,송정교(철거),A,,
1999-12-03,1999-12-03,C,,,,,N,송치2교(상),A,,
2002-01-10,2002-01-10,C,,,,,N,송치2교(상),A,,
2003-06-20,2003-06-20,C,,,,,N,송치1교(상),A,,
2001-01-08,2001-01-08,C,,,,,N,송치3교(상),A,,
2001-05-08,2001-05-08,C,,,,,N,송치3교(상),A,,
1998-10-20,1998-10-20,C,,,,,N,수대교,A,,
2000-04-20,2000-04-20,C,,,,,N,수대교,A,,
2000-07-21,2000-07-21,C,,,,,N,수대교,A,,
2002-01-18,2002-01-18,C,,,,,N,수대교,A,,
2002-08-26,2002-08-26,C,,,,,N,수대교,A,,
2003-09-25,2003-09-25,C,,,,,N,수대교,A,,
2000-01-21,2000-01-21,C,,,,,N,신평교,A,,
2000-03-08,2000-03-08,C,,,,,N,신평교,A,,
2001-06-14,2001-06-14,C,,,,,N,신호교,A,,
2001-02-16,2001-02-16,C,,,,,N,신호교,A,,
1996-09-17,1996-09-17,C,,,,,N,쌍암교,A,,
2003-07-20,2003-07-20,C,,,,,N,억만교,A,,
2003-08-22,2003-08-22,C,,,,,N,억만교,A,,
2003-01-27,2003-01-27,C,,,,,N,오치교,A,,
2000-12-28,2000-12-28,C,,,,,N,용두교(확),A,,
2002-02-06,2002-02-06,C,,,,,N,용두교(확),A,,
2002-06-21,2002-06-21,C,,,,,N,운대교(이관),A,,
2003-08-22,2003-08-22,C,,,,,N,은전교(철거),A,,
1999-08-11,1999-08-11,C,,,,,N,이평교,A,,
2002-11-29,2002-11-29,C,,,,,N,장선교,A,,
1999-08-24,1999-08-24,C,,,,,N,장양육교,A,,
2000-11-28,2000-11-28,C,,,,,N,장항교(이관),A,,
1999-09-30,1999-09-30,C,,,,,N,월계교(이관),A,,
2003-11-12,2003-11-12,C,,,,,N,제1명봉교,A,,
2001-11-09,2001-11-09,C,,,,,N,제2명봉교,A,,
2002-03-05,2002-03-05,C,,,,,N,조사교,A,,
2000-08-29,2000-08-29,C,,,,,N,죽산교,A,,
2001-10-17,2001-10-17,C,,,,,N,주산교,A,,
1997-05-01,1997-05-01,C,,,,,N,죽시교,A,,
2006-06-12,2006-06-23,C,"후타재 및 신축이음 파손 및 마모, 미끄럼방지 탈락, 바닥판 하면 휨균열","후타재 마모 및 파손, A2신축이음 고무재 및 후타재 파손, 미끄럼방지 탈락, 바닥판 하면 휨균열",예산확보 후 조치,C,N,월롱교,A,,
2006-03-09,2006-03-09,B,"A1,2 고무재파손 및 누수, 백태","A1,2 고무재파손 및 누수, 백태",고무재교체 및 NOTCH설치,B,N,백암교,A,,
2006-03-13,2006-03-13,B,양호,,,B,N,풍무교,A,,
2006-06-16,2006-06-16,B,양호,,,B,N,율암육교,A,,
2006-06-16,2006-06-16,B,직영작업 후 주의관찰,교면포트홀 발생,직영작업 후 주의관찰,B,N,팔탄육교,A,,
2006-09-20,2006-09-20,A,양호,,,A,N,신원육교,A,,
2006-09-20,2006-09-20,B,대체로 양호,,,A,N,신원교,A,,
2006-09-20,2006-09-20,B,대체로 양호,,,A,N,백록육교,A,,
2006-09-22,2006-09-22,A,양호,,,A,N,칠곡교,A,,
2006-09-22,2006-09-22,A,양호,,,A,N,도곡교(상),A,,
2006-09-22,2006-09-22,A,양호,,,A,N,도곡교(하),A,,
2006-06-16,2006-06-16,B,양호,,,B,N,자안교,A,,
2006-03-13,2006-03-13,B,양호,,,B,N,양노2육교,A,,
2006-06-16,2006-06-16,B,양호,,,B,N,양노2육교,A,,
2006-06-16,2006-06-16,B,양호,배수구 막힘,직영작업 조치,B,N,쌍학3육교,A,,
2006-03-13,2006-03-13,B,양호,,,B,N,숙곡교,A,,
2006-11-18,2006-11-18,B,교면포장 박리,,지속적 관찰,A,N,신궁2육교,A,,
2006-11-22,2006-11-22,C,양호,외관상 이상없음,,A,N,번천1교,A,,
2006-11-24,2006-11-24,B,양호,,,C,N,구장1교,A,,
2006-09-27,2006-09-27,B,양호,,,C,N,가재육교,A,,
2002-03-20,2002-03-20,C,,,,,N,강동교,A,,
2006-03-14,2006-03-14,A,육안상 전반적으로 양호,"좌)3개소 우)3개소 연석균열, A1,A2 교대부 입부누수, 신축이음 일부 마모",주의관찰,A,N,육교2,A,,
2006-06-19,2006-06-19,A,외관상 양호,,,C,N,금남2교(하),A,,
2006-06-19,2006-06-19,A,외관상 양호,,하자보수 요청,C,N,금남IC RAMP-A교(상),A,,
2006-06-19,2006-06-19,A,외관상 양호,,하자보수 요청,C,N,신포2교(상),A,,
2006-06-19,2006-06-19,A,외관상 양호,,,C,N,신포2교(하),A,,
2006-06-16,2006-06-16,B,방호벽덮게 망실,방호벽덮게 망실,06교량보수,B,N,추계1교,A,,
2006-03-13,2006-03-13,B,방호벽덮게 망실,방호벽덮게 망실,06년교량보수,B,N,추계2교,A,,
2006-06-16,2006-06-16,B,방호벽덮게 망실,방호벽덮게 망실,06년교량보수,B,N,추계2교,A,,
2006-03-20,2006-03-20,B,,포장 소성변형,게속관찰,C,N,덕평교,A,,
2006-06-12,2006-06-12,B,,포장 소성변형,게속관찰,C,N,덕평교,A,,
2002-01-18,2002-01-18,C,,,,,N,곡천교,A,,
2003-04-24,2003-04-24,C,,,,,N,관산교,A,,
1996-07-26,1996-07-26,C,,,,,N,광양육교,A,,
2006-11-18,2006-11-18,A,양호,,,C,N,유산1교,A,,
2006-11-22,2006-11-22,B,대체로 양호,,,A,N,석근육교,A,,
2006-11-22,2006-11-22,B,대체로 양호,,지속적 관찰,B,N,만세터널(상),A,,
2003-02-04,2003-02-04,C,,,,,N,괴목1교,A,,
2000-01-10,2000-01-10,C,,,,,N,괴목3교,A,,
2000-10-10,2000-10-10,C,,,,,N,괴목3교,A,,
2001-02-10,2001-02-10,C,,,,,N,괴목3교,A,,
2001-04-13,2001-04-13,C,,,,,N,괴목3교,A,,
2001-10-25,2001-10-25,C,,,,,N,괴목3교,A,,
2002-04-11,2002-04-11,C,,,,,N,괴목3교,A,,
2003-02-04,2003-02-04,C,,,,,N,괴목3교,A,,
2003-06-04,2003-06-04,C,,,,,N,괴목3교,A,,
2003-08-05,2003-08-05,C,,,,,N,괴목3교,A,,
2000-09-09,2000-09-09,C,,,,,N,괴목2교,A,,
2000-10-10,2000-10-10,C,,,,,N,괴목2교,A,,
2000-11-10,2000-11-10,C,,,,,N,괴목2교,A,,
2003-03-21,2003-03-21,C,,,,,N,괴목2교,A,,
2003-05-14,2003-05-14,C,,,,,N,괴목2교,A,,
2002-06-11,2002-06-11,C,,,,,N,구례1교,A,,
2003-03-05,2003-03-05,C,,,,,N,구례1교,A,,
1999-08-12,1999-08-12,C,,,,,N,구례교,A,,
2000-02-17,2000-02-17,C,,,,,N,구례교,A,,
1999-04-20,1999-04-20,C,,,,,N,구례1교,A,,
2000-05-09,2000-05-09,C,교면포장  난간연석은 부분적으로 미세균열이 발생하였으나 전체적으로 양호 하였고 박스는 경미한 균열 누수 백태가 발생하였다,,,,N,구례1교,A,,
2001-10-25,2001-10-25,C,,,,,N,구례1교,A,,
2002-02-07,2002-02-07,C,,,,,N,구례1교,A,,
1997-05-15,1997-05-15,C,,,,,N,구룡교,A,,
1998-03-04,1998-03-04,C,,,,,N,구룡교,A,,
2002-05-22,2002-05-22,C,,,,,N,구례교,A,,
2002-06-21,2002-06-21,C,,,,,N,구례교,A,,
2006-03-14,2006-03-14,B,양호,A1 접속부 부등침하 주의관찰,주의관찰,A,N,부평육교,A,,
2006-03-16,2006-03-16,B,양호,,,B,N,기장3교,A,,
2006-03-16,2006-03-16,B,양호,"J1 트랜스 고무일부 파손 2.0M, J1,J2 후타재 균열 좌)배수관 파손 1EA, 노면파손 세굴",,C,N,신효죽교,A,,
2006-03-16,2006-03-16,B,대체로 양호,"배수관 파손 좌)2개소, 우) 1개소",주의관찰,A,N,청담교,A,,
2006-03-16,2006-03-16,B,양호,"신축이음 교체 27m, A2부 접속부 미세균열,교대 : A2 백태",,A,N,내촌1교,A,,
2006-03-16,2006-03-16,B,육안상 전반적으로 양호,신축이음 파손 27m,,C,N,내촌2교,A,,
2006-03-16,2006-03-16,B,양호,좌.우측 철근 노출 및 콘크리트 열화,주의관찰,C,N,서파육교,A,,
2006-03-16,2006-03-16,A,양호,교면포장 균열,주의관찰,A,N,봉수육교,A,,
2006-03-16,2006-03-16,B,양호,교면포장 균열,주의관찰,A,N,운악교,A,,
2006-03-16,2006-03-16,B,외관조사에의한 손상은 유지관찰후 진행성에 따른 보수를 실시하면 시설물의공용성이  확보될것으로 사료됨,"아스팔트 포장단차,  포트홀, 조명등 및 전등보호캡 파손","포장단차- 유지관찰, 포트홀-부분보수, 조명등 및 전등보호캡 파손-조명등 및 보호캡 교체",B,N,화현교,A,,
2006-03-16,2006-03-16,B,양호,,,A,N,화현육교,A,,
2006-03-16,2006-03-16,B,양호,,,B,N,삼거리교*,A,,
2006-03-16,2006-03-16,B,양호,,,A,N,일동I/C교,A,,
2006-03-16,2006-03-16,B,대체로 양호,교대:A1교대세굴 교각:주의관찰,주의관찰,C,N,1도평교*,A,,
2006-03-16,2006-03-16,B,양호,,,A,N,도평교,A,,
2006-06-15,2006-06-15,B,전반적으로 양호한 상태,양호,,B,N,부평터널(상),A,,
2006-03-23,2006-03-23,B,전반적으로 양호한 상태,양호,,B,N,부평터널(하),A,,
2006-06-15,2006-06-15,B,전반적으로 양호한 상태,양호,,B,N,부평터널(하),A,,
2006-06-15,2006-06-15,B,,,,B,N,초현교,A,,
2006-03-20,2006-03-20,B,양호,,,B,N,태평교,A,,
2006-03-21,2006-03-21,A,양호,,,C,N,오천교차1교,A,,
2006-03-21,2006-03-21,A,양호,,,C,N,오천교차2교,A,,
2006-06-22,2006-06-22,A,양호,,,C,N,설서교,A,,
2006-06-22,2006-06-22,B,양호,,,C,N,오천터널(상),A,,
2006-06-22,2006-06-22,B,대체로 양호,,,A,N,백록육교,A,,
2006-06-22,2006-06-22,B,대체로 양호,,,A,N,신원교,A,,
2006-03-21,2006-03-21,B,대체로 양호,,,A,N,신원교,A,,
2006-03-21,2006-03-21,A,양호,,,A,N,신원육교,A,,
2006-03-15,2006-03-15,B,양호,,,B,N,오산육교,A,,
2006-06-19,2006-06-19,B,양호,,,B,N,오산육교,A,,
2006-03-15,2006-03-15,C,포장균열 06년 보수,포장균열,06년 교량보수,C,N,양촌교,A,,
2006-03-15,2006-03-15,B,"포장균열, 06년 보수",포장균열,06년 교량보수,B,N,능원육교,A,,
2006-03-15,2006-03-15,B,"포장균열, 06교량보수",포장균열,06포장보수,B,N,동림육교,A,,
2006-06-19,2006-06-19,B,"포장균열, 06포장보수",포장균열,06포장보수,B,N,동림육교,A,,
2006-03-15,2006-03-15,B,양호,,,C,N,문형육교,A,,
2006-06-19,2006-06-19,B,양호,,,C,N,문형육교,A,,
2006-03-15,2006-03-15,B,양호,,,C,N,추자육교,A,,
2006-06-19,2006-06-19,B,양호,,,C,N,추자육교,A,,
2006-03-15,2006-03-15,C,양호,,,C,N,오포육교,A,,
2006-06-19,2006-06-19,C,양호,,,C,N,오포육교,A,,
2006-03-15,2006-03-15,B,양호,,,B,N,번천2교,A,,
2006-06-19,2006-06-19,B,양호,,,B,N,번천2교,A,,
2006-03-15,2006-03-15,A,양호,,,A,N,송전1교,A,,
2006-11-22,2006-11-22,A,양호,,,A,N,양성1교,A,,
2006-11-22,2006-11-22,A,양호,,,A,N,도곡교(상),A,,
2006-11-22,2006-11-22,A,양호,,,A,N,도곡교(하),A,,
2006-11-22,2006-11-22,A,양호,,,A,N,도곡1교,A,,
2006-11-22,2006-11-22,A,양호,,,A,N,도곡2교,A,,
2006-11-22,2006-11-22,A,양호,,,A,N,이현교,A,,
2006-11-22,2006-11-22,A,양호,,,A,N,장서육교,A,,
2006-11-22,2006-11-22,A,양호,,,A,N,이동교(상),A,,
2006-11-22,2006-11-22,B,대체적으로 양호,신축이음 후타(J1~3) 미세균열,,A,N,이동교(하),A,,
2002-11-21,2002-11-21,C,,,,,N,구학교(확),A,,
2001-08-10,2001-08-10,C,,,,,N,금강교(이관),A,,
2003-03-19,2003-03-19,C,,,,,N,금곡교,A,,
1999-02-04,1999-02-04,C,,,,,N,나로1대교,A,,
2006-06-12,2006-06-23,A,대체로 양호,상판 일부백태,주의관찰,A,N,내곡교,A,,
2006-06-12,2006-06-23,A,전반적 양호,"배수관 길이부족 4개소, 슬라브(S1)미세균열 방호벽 미세균열",주의관찰,A,N,광전2교,A,,
2006-06-12,2006-06-23,B,방음벽 공사와 병행하여 신축이음 교체 등 보수공사 추진 예정,"Steel Box Girder 외부 표면 부식-유지관찰, 포장보수 186㎡, 신축이음 교체 18m",예산확보 후 조치,B,N,청학교,A,,
2006-06-12,2006-06-23,B,대체로 양호,"배수관 길이부족(2EA), 슬라브 일부백태",주의관찰,A,N,신북교,A,,
2006-06-12,2006-06-23,B,대체로 양호,난간연석 박리,주의관찰,A,N,금주교,A,,
2006-11-15,2006-11-15,B,양호,,양호,B,N,천서교,A,,
2006-09-21,2006-09-21,B,양호,,,B,N,능서육교,A,,
2006-11-21,2006-11-21,B,양호,소성변형,,B,N,소양천교*,A,,
2006-09-25,2006-09-25,B,양호,,,B,N,강천육교,A,,
2006-09-27,2006-09-27,B,전반적으로 양호한 상태,양호,,B,N,여주터널(하),A,,
2000-01-24,2000-01-24,C,,,,,N,금곡교,A,,
2001-05-10,2001-05-10,C,,,,,N,나로1대교,A,,
1999-01-11,1999-01-11,C,,,,,N,냉천교,A,,
2006-03-15,2006-03-15,B,양호,,,C,N,구장3교,A,,
2006-11-27,2006-11-27,A,,벽체A2횡균열 발생,,C,N,향산교,A,,
2006-11-27,2006-11-27,C,지속적 관찰,슬래브 미세균열,주의관찰,A,N,마송IC교,A,,
2002-06-21,2002-06-21,C,,,,,N,단사교,A,,
2002-07-19,2002-07-19,C,,,,,N,대리교(철거),A,,
2006-06-12,2006-06-23,B,대체로 양호,교대:A1교대세굴 교각:주의관찰,주의관찰,C,N,1도평교*,A,,
2006-06-19,2006-06-19,B,양호,,,C,N,구장2교,A,,
2006-06-15,2006-06-15,B,바닥판 하면 균열 등,바닥판 하면 균열 등,하자보수요청(발안-반월),B,N,발안교,A,,
2006-03-15,2006-03-15,A,양호,,,A,N,묘봉교(하),A,,
2006-03-15,2006-03-15,A,양호,,,A,N,덕성2교,A,,
2006-09-05,2006-09-05,B,양호,외관상 이상없음,,B,N,능교,A,,
2006-09-06,2006-09-06,B,교면포장 포트홀 발생,교면포장 포트홀 발생,,B,N,제암1육교,A,,
2006-11-14,2006-11-14,B,교면포장 포트홀 발생(공사중),교면포장 포트홀 발생,공사중,B,N,제암1육교,A,,
